id,question,answer,issue_id
27258,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","see previous reports",5085585
27259,"Please provide the make, model and license plate number of the vehicle, if known. ","USDOT 1317472. BG Express Bowling Green KY",5085585
27252,"What is the nature of the issue?  ","None of the above (see below)",5086911
27253,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","missing pedestrian infrastructure",5086911
27254,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","every day",5086911
27255,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",5086911
27248,"What is the nature of the issue?  ","Improper passing",5087605
27249,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",5087605
27250,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","Any hours",5087605
27251,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",5087605
27244,"What is the nature of the issue?  ","None of the above (see below)",5088869
27245,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","Protected left turn phase needed",5088869
27246,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","All times of day, but especially at night and during peak hours",5088869
27247,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",5088869
27240,"What is the nature of the issue?  ","Truck driving on restricted street",5090322
27241,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",5090322
27242,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","Currently 3:30 pm on Monday but it happens all day long",5090322
27243,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",5090322
27236,"What is the nature of the issue?  ","None of the above (see below)",5096479
27237,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",5096479
27238,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.",daily,5096479
27239,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",5096479
